review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,concat,delivery_pos,quality_pos,quantity_pos,cs_pos,price_pos,delivery,delivery_not_del,quality,quantity_parcial,wrong_item,cs
4e416069faeabf75d68086c36a022ae3,32864fe724c9f8e8040000b044c5c77a,4,,"√≥timo produto,entrega no prazo.",2/1/18 0:00,2/4/18 0:36,", ˚,� � th product, delivery on time.",1,,,,,,,,,,
9a673ba1e23274483956d871028e321d,817b5c93f134a292fe75b0e313a14c7e,3,,"Fiz uma compra s√≥, o produto foi faturado junto saiu na mesma nota, quando chegou, veio s√≥ um com a nota com os 2, acabei reclamando e depois de 1 dia chegou o outro rel√≥gio, produto igual ao an√∫ncio.",1/6/18 0:00,1/11/18 15:48,"I made a purchase, the product was invoiced together it came out on the same note, when it arrived, came s,��,� � one with the note with 2, I complained and after 1 day the other came, Product, equal to the anion.",,,,,,,,,1,,
21e9eed53da1e33632665131bb12fb48,768bb5189d917642e1ea949aa69c553b,5,,Boa compra. Bem em conta comparando com outras lojas. Chegou super r√°pido. Recomendo ,1/13/18 0:00,1/14/18 9:36,Good bargain. Well into account comparing with other stores. It arrived super fast. I recommend,1,,,,,,,,,,
97ff53577dad0ccf67ac266246aebca7,15360da03a0a021fc0e712a2d11f3020,4,,"√ìtimo produto, mas foi muito mal embalado, sem prote√ß√£o entre a fita adesiva e o capacete, at√© agora n√£o consegui tirar toda a cola grudada nele.",9/6/17 0:00,9/7/17 20:12,", But the product was very poorly packed, with no protection between the adhesive tape and the helmet, until now I was able to remove all the glued glue in him.",,,,,,,,,,,
6d15cd38ba7be7940dc20252756cf861,5133357f704cf088de56cd5671858cf8,5,,Muito bom.,2/2/18 0:00,2/4/18 20:19,Very good.,,,,,,,,,,,
b0d8788eb7061ef34d0da91411155a69,a08e444c29fa117e22e5408c3ffd6646,4,,"recebi r√°pido,otimo produto,recomendo s√≥ achei o frete caro.",7/6/18 0:00,7/8/18 17:11,"I received a great product, I recommend it. I found the freight dear.",1,,,,,,,,,,
a9286a6fab1e8612ed33a1cb5c54dc74,6fbe92e0f9d5a728e3fd2be036b5ab05,1,,Pela segunda vesz que eu compro um produto e voces n√£o cumprem como esta no site.,9/13/17 0:00,9/18/17 11:46,For the second time I buy a product and you do not comply like this on the site.,,,,,,,,,,1,1
67b8b2fc3ed6e2d4019dfb010d79c977,119da8fe76c893e189ee759f82bbc8d6,2,Pel√≠cula para camera,"N√£o foi entregue!,,",7/21/18 0:00,7/24/18 1:13,Node was delivered!,,,,,,,1,,,,
055642d32b1e94ac66404441bae111f4,ad3989d776d90e85011ba488a267f5a0,1,,"lOJA PESSIMA, PAGUEI PELO FRETE E N√ÉO RECEBI A COMPRA, LIGUEI E N√ÉO OBTIVE NENHUMA EXPLICA√á√ÉO, TIVE QUE PAGAR UM NOVO FRETE PARTICULAR E AUTORIZAR UMA PESSOA IR ATE OS CORREIOS BUSCAR PRA MIM ABSURDO",8/10/17 0:00,8/10/17 20:10,"OURSELVES, I PAYED BY THE FREIGHT I HAVE RECEIVED THE PURCHASE, I CALLED INTO I HAVE GOT ANY EXPLANATION, I HAVE TO PAY A NEW PARTICULAR PAYMENT AND AUTHORIZE A PERSON TO GO TO THE MAILS SEARCH PRA I ABSURD",,,,,,,1,,,,1
79eee32790164f2983ec3036cfaf4d1b,3272770f15ff5da42dc4973b1b179552,5,Muito bom,Recebi bem rapido antes do prazo,7/4/18 0:00,7/5/18 15:11,Received very fast before deadline,,,,,,,,,,,
d51ed05f67b66d49ec9c0d2781068366,c679e1baef76a7cf123dc697fe11c7ad,3,,"Esperava mais, as toalhas poderiam ser mais grossas.",9/6/17 0:00,9/7/17 1:11,"Expected more, the towels could be thicker.",,,,,,0,0,1,0,0,0
4bceca6be791224ab6c646b9c0e8968d,5c19570470dcab18cd18b1cd390c042c,2,,S√≥ recebi abol√ßa o kit berco n√£o ,9/1/17 0:00,9/4/17 0:35,S � � � � � � � � � � � � � � � � � � � � � � � � � � � � �,,,,,,,,,1,,
aaa8004def95e0ab0724afd2adbbe466,3e238891b4618a7a2224ea32becc04d2,5,sim recomendo,a entrega foi super r√°pida antes da data prevista,7/28/18 0:00,7/29/18 18:47,delivery was exceeded before the due date,1,,,,,,,,,,
c8c6701bf01b2aa857c91c8674f1eba1,6e869d1907ce294ac97ad48718569c68,3,BOA,"ESSA LOJA √â MUITO BACANA COMPRO MUITOS PRODUTOS NELA, MERECERIA UM BRINDE.",3/31/18 0:00,7/9/18 18:11,"THAT STORE, ��� � VERY BACANA I BUY MANY PRODUCTS IN IT, I WOULD DESERVE A TOAST.",,,,,,,,,,,
dd2848ebd8b31a64068ac8750c7921a2,55bb87b958949d33812cf0a037320db7,5,Recomendo,"Entrega muito antes do prazo,
sempre dou os parab√©ns a lannister.
Produto conforme o an√∫ncio.",4/28/18 0:00,4/30/18 11:17,"Delivery much before the deadline,
I always give the parabys to the lannister.
Product according to the specification. ",1,,,,,,,,,,
e099438580a5bb8b2d82ddfec2b00671,3f4962fa52ddc4ab0d5a20355623cae2,5,Excelente ,qualidade boa,5/13/18 0:00,5/15/18 9:48,good quality,,1,,,,,,,,,
03a9a298cbe3fe2c3adf6d776c8d8469,e09eb3a9e9596fe3ed67886f080e43a4,3,,atrasou m√°s recebi ,5/30/17 0:00,6/2/17 11:55,delayed I received,,,,,,1,,,,,
a15990cf75ad80d96a8b0171b717b7da,74392b22a4cf55ce851b04ca127f6ca6,2,,A mercadoria e de p√©ssima qualidade n√£o recomendaria ningu√©m a comprar,8/31/17 0:00,8/31/17 11:09,The merchandise is of the highest quality and would not recommend anyone to buy,,,,,,,,,,,
c179ff2f38088ab1cdabb914679fe574,827d8ae687faef2e9c2bc79196b26f6e,1,,"Comprei um
Mosqueteiro para cama king para N√ÉO entrar pernilongo . O v√©u v√©u parecendo podre e com v√°rios furtos . Para fazer a devolu√ß√£o que EU TENHO DIREITO vai me custar mais caro do que o produto",1/25/18 0:00,1/28/18 0:54,"Musketeer for king bed for N���ÉO to get stilt. It looks like rotten and vandalism. To make the refund that I HAVE RIGHT will cost me more expensive than the product """,,,,,,,,,,,
e3c99322c64b5ae6df10e78f8306f61e,9d37855b28af22217050bb2877da8d3e,1,Estou devolvendo ,Produto n√£o √© gramatura 370 e 400 conforme anuncio... J√° pedi cancelamento da compra no site,6/27/18 0:00,6/29/18 21:59,"Product no., At 370 and 400 as per advertisement ... J,��° asked for cancellation of the purchase on the site",,,,,,,,,,,
efb3c99e1a805202115b05a8b33058e3,2efb042198dc29d88f506b0f0a607b15,1,,"N√£o recebi o produto, n√£o tive resposta. Nem.chegou a ser gerada a nfe. Loja nem existe!",11/17/17 0:00,11/17/17 18:22,"I did not receive the product, I had no answer. Nor did it come to be generated nfe. Store does not even exist!",,,,,,,1,,,,1
c08f7bad45d60d52bebb6b95bc2281e2,b466442834849de831692c9474402ba7,4,,Entrega antes do prazo e produto muito bom como descrito!!,3/6/18 0:00,3/7/18 3:41,Delivery before the deadline and very good product as described !!,1,1,,,,,,,,,
8cc4705fb48125077b842d56fa956191,18eff6d147d508df0b175851df5ab20f,5,Excelente compra! ,"Produto excelente, entrega r√°pida! ",8/2/18 0:00,8/5/18 23:49,"Great product, fast delivery!",1,,,,,,,,,,
5fd19c3d05229eb9a93bc839b2536488,c333fbd06019caef9160f4b7ab8547d1,5,,√≥timo produto entregue antes do prazo,6/29/17 0:00,7/2/17 22:14,", O � o � the product delivered before the deadline",1,,,,,,,,,,
fcbf638814f859ffaf6b95306ce56119,91cb837eb3bd9136636db21568d04a78,3,Aguardando,"Eu recomendo esta loja porque eu conhe√ßo,mas estou aguardando mercadoria.",6/7/18 0:00,6/9/18 15:49,"I recommend this shop because I know it, but I'm waiting for merchandise.",,,,,,1,,,,,
5c5173fc7c3abb796533e293679ac2ae,59934ef5e174b490aacecbbe4f381155,2,Produto avariado,"Recebi o produto dentro do prazo. Contudo estava quebrado em duas partes.

Preferi colar com superbonder ao inv√©s de devolver e esperar o novo.",6/5/18 0:00,6/7/18 19:50,"I received the product on time, but it was broken into two parts.

I preferred to paste with superbonder instead of returning and waiting for the new one. ",1,,,,,,,1,,,
8cbd43b45179c8a12c3485edb697c56f,4adbb023fd0ab6d84373f8f2f20a9ef5,1,Pedido veio incompleto ,Vieram faltando produtos e at√© agora ningu√©m respondeu meus e-mails. ,5/20/18 0:00,5/20/18 23:37,They came missing products and now no one answered my emails.,,,,,,,,,1,,1
2170c9452c2216457b36003fe2969fbb,af32671d0b8ce510a94d9111d97371d3,5,,muito boa ,3/22/18 0:00,3/30/18 23:37,very good,,,,,,,,,,,
8305e106b5bbb564b7ca274e05b1c114,c22cb502f983d9e8e08a8b6cf5e78727,5,Excelente,Cumpriu prazo de entrega e entregou o que prometeu.,5/3/18 0:00,5/3/18 23:07,He met delivery deadline and delivered what he promised.,1,,,,,,,,,,
957ccc2ac82a99220319b58fbef4458f,86bf8acc0fe437ce824685e72037572d,4,Super recomendo,"Desde in√≠cio da compra at√© a entrega, tudo correu conforme esperado.",8/17/18 0:00,8/19/18 20:12,"From the date of purchase to the delivery, everything went as expected.",1,,,,,,,,,,
48a5d29dd9fa7991bedf714c93bcfffe,1c68c68cddc15f7e365dc53a0e91e8f5,5,,Obrigado!,11/1/17 0:00,11/1/17 20:25,Thank you!,,,,,,,,,,,
9131b860af17964bfbeff2f4c3ae0de9,a3f701e4bf2687d7aa6b807340426a26,5,,entregue antes do prazo produto como descrito no anuncio,9/5/17 0:00,9/18/17 14:13,delivered before the term product as described in the advertisement,1,1,,,,,,,,,
7d4fd4573e08d715794532862af7b3dc,aea25973afa6e521393a98e850ebe672,5,excelente,"√≥tima loja, produto correto entregue no prazo, excelente",6/6/18 0:00,6/10/18 22:06,", ˚,� � tima store, correct product delivered on time, excellent",1,1,,,,,,,,,
b3ae1609f7accb37fdc4bc728e4b3fdb,7135f4f1e5b1446f684e07b10b5b057b,5,,Chegou antes do prazo.,1/18/18 0:00,1/19/18 9:41,Arrived before the deadline.,1,,,,,,,,,,
dc21edf234ad6b525acce916c48d923d,92ece83fdd8f37cc9b8a8543fdc8c416,1,,"N√£o recebi meu pedido e n√£o tenho satisfa√ß√£o nem uma sobre o motivo, ainda estou aguardando, se n√£o receber irei tomar provid√™ncias!",11/11/17 0:00,11/11/17 19:50,"I have not received my request, I have not satisfied myself with one reason, I am still waiting, if I do not receive it I will take care of it, Numbers!",,,,,,,1,,,,
64acedab7bd3d69f34d81e2bc9e236ab,427ab04bb9a88ee00929a510651d77c2,1,,Recebi s√≥ o colorido.,4/26/18 0:00,4/26/18 9:37,I received a colorful sketch.,,1,,,,,,,,,
57bc2bf697d128c12c00e037d4341815,3f2169b11962eea86fc1eb73ddd46297,5,√ìTIMO,"MUITO BOM, VEIO ANTES DO PRAZO. PARAB√âNS

ESTOU MUITO SATISFEITA",5/1/18 0:00,5/1/18 21:30,"VERY GOOD, CAME BEFORE THE PERIOD.

I AM VERY SATISFIED",1,,,,,,,,,,
323c6e393bde5254a99457ab716de7c7,d889a8ab0342b0b548b78963f15aa195,1,,Ooo,11/10/17 0:00,11/13/17 17:35,Ooo,,,,,,,,,,,
4bbd26c22370d9ceeb45fc685ee15d63,f373335aac9a659de916f7170b8bc07a,2,,n√£o recebi o produto consta que o mesmo voltou para o remetente. como fa√ßo para que possa reviar-lo?,4/15/18 0:00,4/19/18 1:31,I did not receive the product it says it returned to the sender. How can I help you?,,,,,,,1,,,,
70f3bfeef0dd238c6910b24693edb65a,941b2fd26e5b95866e364344706f66c0,2,,"O anuncio n√£o foi claro , a imagem n√£o condiz ... muito pequeno o pendente achei que era bem maior , n√£o temprote√ß√£o para a lampada ela fica exposta ... enfim tem que melhorar o anunciado",9/15/17 0:00,9/18/17 15:51,"The advertisement was not clear, the image did not match up ... very small the pendant I found to be much larger, it does not have protection for the lamp is exposed ... finally have to improve the advertised",,,,,,,,1,,,
ffa9dcc605393c4ed10ff13d843b1200,86fc1ff8e36ed9aa98ba49bca26d44c3,1,,"J√° paguei hj a primeira parcela e n√£o recibe o produto, j√° cancelei a compra.",4/6/18 0:00,4/6/18 13:41,"I paid the first installment and the product is not received, I canceled the purchase.",,,,,,,1,,,,
32326836878aafde77e60f0577ac1177,9cbace8b4f2406f3a0a9c404d60a2328,1,N√£o funciona,"Boa tarde
Coloquei o cart√£o de mem√≥ria no celular por√©m ele n√£o est√° funcionando
Preciso devolver e quero outro no lugar",4/26/18 0:00,4/26/18 20:41,"Good afternoon
I put the memory card in my cell phone because it is not working
I need to return and I want another one in the place ",,,,,,,,1,,,
3a95672ce88206b935ef1aa805077646,91fcd0f8ef7c38a54003f5f4a236dd0c,1,,"Comprei uma cinta e enviaram uma touca, solicito a devolu√ß√£o ",5/22/18 0:00,5/23/18 1:19,"I bought a bracelet and sent a cap, I ask for the return",,,,,,,,1,,,
1a58178871c1a35734dde54428d35c72,d8548c48e1580222bda2c86c47ce10cd,5,,"Site muito bom, super recomendo ",9/13/17 0:00,9/16/17 1:13,"Very good website, super recommend",,,,,,,,,,,
e8f590d8ae54e01d958039b4bff2085b,5aaecad5e5cba1ebc5ba1d2b22c98d7a,1,N√£o funciona no aparelho ,"O produto n√£o funciona no aparelho no qual est√° no an√∫ncio, pois comprei conforme estava no an√∫ncio e conforme eu precisava, receptor Tocomsat duplo HD plus, mas o controle n√£o funciona.",7/26/18 0:00,7/26/18 22:36,"The product does not work in the apparatus in which it is in the anodic, since I bought it as it was in the model and as I needed it, receiver Tocomsat double HD plus, but the control does not work.",,,,,,,,1,,,
8135b151e6c4e44d4cd51f2201c62e0d,73fa7b2ad233f0cf7283b818df0a067e,5,,vendedor onesto e correto,5/9/17 0:00,5/23/17 5:48,one's and correct seller,,,,,,,,,,,
6455da2ed550cf0683d7fbffb4d25b23,43a9357b0136ea0479069accd5ea0676,4,,"excelente produto, liguei um ar condicionado port√°til de 12.000 BTus. Tudo OK.
",12/24/17 0:00,12/27/17 10:44,"Excellent product, I connected a portable air conditioner of 12,000 BTus.
",,1,,,,,,,,,
7e554d44ca556d61ba86d9deab6482c2,2cfc5ee5cb1e43d70d3dd6f28b2b50d9,3,,"Poderiam ter a op√ß√£o de frete por sedex ou transportadora, para agilizar a entrega.",10/11/17 0:00,10/16/17 17:26,"They could have the option of freight by sedex or carrier, to expedite the delivery.",,,,,,1,,,,,
03efb8ac665602eba36463b30a17009a,f081055ae08592af281a00c00547b689,5,,√ìtima compra ,7/7/17 0:00,7/8/17 10:45,To the purchase,,,,,,,,,,,
500eccbf8e0595982705ffc3f3e39438,6f91e4738284a9312089fd89f0d61648,1,,Meu produto n√£o foi entregue at√© hoje e n√£o tenho nehuma resposta! Vou ter que acionar na justi√ßa.,1/24/18 0:00,1/24/18 3:42,My product was not delivered today and I do not have a response! I'm going to have to fire on justice.,,,,,,,1,,,,
8136540db17d0c363b6ba4200ae06096,ca3a17e05aaef4739aa16cc63be8a117,4,,"Recebi o produto antes do prazo previsto, e tudo em ordem, por√©m, ap√≥s 5 min. de utiliza√ß√£o, o massageador parou de funcionar... j√° solicitei o cancelamento da compra e estou aguardando a retirada.",8/5/17 0:00,8/7/17 13:20,"I received the product before the deadline, and everything in order, by 5 o'clock. of use, the massager stopped working ... j,��° I requested the cancellation of the purchase and I am waiting for the withdrawal.",1,,,,,,,1,,,
108195606e37780c4335f0725c4c7e3e,bc535ec5ab20f26f4b9dc626fc4f7bf8,2,N√£o recomendado,Atraso na entrega. ,8/11/18 0:00,8/13/18 20:27,Delivery delay.,,,,,,1,,,,,
878aacaa11885a2d9622106965a1013d,8374f35f0981af1a2b2ebc5cc5ac9859,1,,"Cartucho HP 60 colorido n√£o funciona, impressora n√£o reconhece como HP. Solicito instru√ß√µes para devolu√ß√£o do produto e do dinheiro j√° pago..No Reclame Aqui tem varias queixas de produtos da targaryen .",3/2/18 0:00,3/5/18 13:27,"HP 60 color cartridge does not work, printer not recognized as HP. I request instructions for return of the product and the money j���° pago .. No Complaint Here you have several complaints of targaryen products.",,,,,,,,1,,,
489862b100507bd291adf2024e6dc111,f586221f29e99ec237c1779b4ca609f8,3,,Ainda est√° dentro do prazo de entrega,10/21/17 0:00,10/21/17 15:28,It's still in the delivery deadline,,,,,,,,,,,
9c8339a395b86807f2264fbf4b31ff86,96c51bb328e69e3f0fc0840d6de16c0f,5,,Perfeito. ,3/13/18 0:00,3/16/18 11:02,Perfect.,,,,,,,,,,,
1bc58bb7ee43f136ac181fa26d1cd50b,4cff7f0b5c2c6d7be3f10d0d202cbc2f,5,,Recebi na data certa. Tudo ok!,5/27/17 0:00,5/30/17 1:05,I got it on time. Everything is OK!,1,,,,,,,,,,
92094ef09648c6167350e68e1526a708,848b99752538e17e5a48212d76416846,1,,"N√£o recebi a mercadoria, mandei um e-mail para empresa pois estava com problema de entrega, mas n√£o recebi nenhuma resposta.",3/24/18 0:00,3/24/18 22:12,"I did not receive the goods, I sent an e-mail to the company because I had a delivery problem, but I did not receive any response.",,,,,,,1,,,,
7e77ca656c70c554cede9c0d2aeed151,d5126e0c4988c70a3808041792214dcc,1,,"Espero que chegue o produto estou aguardando , ainda n√£o chegou.",5/16/17 0:00,5/17/17 5:16,"I hope the product is coming, I'm waiting, it still has not arrived.",,,,,,,1,,,,
c43bf4ab1159cedff0e27c4ba338e3c3,455f52f12a5c5e4dbb291823daafc2ab,5,,Entrega muito r√°pida parab√©ns ,4/13/18 0:00,4/16/18 13:38,Very good delivery for b��,1,,,,,,,,,,
17b8f86a2af7b6e51917f52819162a1f,1d3b8d78074e0b50f10346941e67e9de,1,,Produto n√£o chegou ainda 30/12/17,12/24/17 0:00,12/30/17 14:03,Product not arrived yet 12/30/17,,,,,,,1,,,,
d41e4d0c40d052536b2422cd653e2cf8,704ee0cb53db0aa5d0912298dd0e0c16,5,,gostei de tudo e a entrega foi bem antes da data falada. otimo. e o frete nao foi tao caro.,2/16/18 0:00,2/17/18 11:09,I liked everything and the delivery was well before the date spoken. great. and the freight was not that expensive.,1,,,,,,,,,,
67ec1dcd025e3b21283c6887c07cb25f,b7bdc34249124db0a0637b568f5afdc1,5,recomendo,otimo atendimento. recomendo.,6/30/18 0:00,7/5/18 13:29,great service. I recommend.,1,,,,,,,,,,
70678fb29fe6b6dbfc67a1ef9ce3e81c,62d9ca533d6de05e39164160d128e37c,4,,Recebi o produto dentro do prazo.,2/28/18 0:00,2/28/18 9:53,I received the product on time.,1,,,,,,,,,,
b3d36e9ea67e016c0e9e6e3e2f96c941,dc17a6461db14f3625728b10493ef332,1,N√£o recebi,N√£o recebi ainda o produto,7/26/18 0:00,7/30/18 22:14,I did not receive the product yet,,,,,,,1,,,,
716e029516d9f7cf11e638c9a6308f93,a2f084633c53f198fb3ba4148fd4a148,5,,lindo!!!√ìtima qualidade!!!,3/8/18 0:00,3/10/18 16:01,"beautiful !!!, a�ìtima quality !!!",,1,,,,,,,,,
affbc059b4151fe9ddc5b0e75f4bb814,73b1defe09cb47bd521306b506af7d3a,3,Produto mediano,"Chegou no prazo e √© funcional. Por√©m, a madeira √© um pouco sens√≠vel, tinham pe√ßas mal encaixadas e buracos para parafusos desalinhados. O tampo estava arranhado.",7/13/18 0:00,7/13/18 21:31,"Arrived on time and functional. Wood, however, was somewhat sensitive, had misplaced pieces and holes for misaligned screws. The top was scratched.",1,,,,,,,1,,,
